dds_reference,operator_name,operator_address,operator_eori,supplier_name,commodity,hs_code,product_description,quantity_kg,estimated_annual_qty,country_of_production,geolocation_lat,geolocation_lon,production_date,prior_dds_reference,dd_confirmation,submission_date,risk_level,status,status_group
DDS-24-00495,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,7027.7,80451.99578223209,IE,53.75859599799667,-9.197397074113182,2024-02-28,,1,2024-06-02,low,valid,valid
DDS-26-00496,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,13733.2,153974.2276591564,IE,53.234418278248405,-7.988261744885539,2026-04-09,DDS-UP-8898,1,2026-06-23,low,valid,valid
DDS-26-00497,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,48x8,Toilet tissue rolls,13598.3,170831.6147785011,IE,51.965584019547826,-6.208952611115041,2026-02-15,,1,2026-04-23,low,flagged: invalid_hs,invalid_hs
DDS-25-00498,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,10057.6,133879.5792918486,IE,51.91799354778632,-8.047508974505945,2024-11-15,DDS-UP-6886,1,2025-02-09,low,valid,valid
DDS-26-00499,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,10024.8,110253.80209264049,IE,52.37927815672825,-7.040782895765076,2025-12-14,,1,2026-03-11,low,valid,valid
DDS-26-00500,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,1507,Soybean oil blend,3395.6,36503.45446339408,BR,-10.982144682346558,-55.486844186757985,2026-02-22,,1,2026-06-18,standard,flagged: missing_prior,missing_prior
DDS-24-00501,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),3969.0,46477.91278578878,AR,-33.27684550182494,-64.8010430203792,2024-06-13,DDS-UP-8720,1,2024-08-13,standard,valid,valid
DDS-25-00502,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,11676.5,100861.45755889501,IE,52.3167470268755,-9.050126007840134,2025-03-22,DDS-UP-2047,1,2025-06-23,low,valid,valid
DDS-25-00503,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,17120.7,222886.90391372633,IE,51.989330335060956,-8.59207657964055,2025-05-28,DDS-UP-9943,1,2025-07-24,low,valid,valid
DDS-24-00504,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,4617.2,62581.774359247596,IE,52.80651118300606,-8.837763531344532,2024-10-30,DDS-UP-3703,1,2024-12-04,low,valid,valid
DDS-24-00505,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,2477.7,28648.116706073713,IE,53.69658383903894,-8.071606831751875,2024-10-22,DDS-UP-2460,1,2024-12-27,low,valid,valid
DDS-25-00506,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,7138.3,83255.61994544596,SE,60.91768812558083,15.577074992512742,2025-01-25,DDS-UP-4919,1,2025-02-28,low,valid,valid
DDS-26-00507,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,9022.4,125588.38985081617,IE,53.63614945300589,-8.935936419058033,2026-07-23,DDS-UP-4860,1,2026-09-03,low,valid,valid
DDS-25-00508,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,16653.5,148137.95352217733,SE,61.560346368098024,15.022622269822868,2025-08-23,DDS-UP-4173,1,2025-11-21,low,valid,valid
DDS-25-00509,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,11149.5,92705.18780166245,IE,54.56801911837866,-9.037917157004904,2025-05-14,DDS-UP-8424,1,2025-08-20,low,valid,valid
DDS-26-00510,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,11398.1,137473.7980188344,IE,53.25518418807321,-8.851804743613464,2026-08-11,DDS-UP-7865,1,2026-10-21,low,valid,valid
DDS-25-00511,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,9700.5,80766.71353171111,IE,52.48334619175041,-8.488644915720496,2025-07-12,DDS-UP-8716,1,2025-10-05,low,valid,valid
DDS-24-00512,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,5256.8,46066.76082785941,SE,59.96497261773186,14.66199091166597,2024-08-01,DDS-UP-5418,1,2024-11-27,low,valid,valid
DDS-25-00513,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,5886.4,69624.31143549952,IE,52.13332781162079,-7.803397113265569,2025-06-25,DDS-UP-3568,1,2025-10-11,low,valid,valid
DDS-25-00514,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),12485.7,162587.96330949155,AR,-33.84173308636984,-64.81089311644865,2025-07-31,,1,2025-10-04,standard,flagged: missing_prior,missing_prior
DDS-25-00515,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,22349.7,299251.54876460653,IE,54.41779541328521,-8.456505668298245,2025-08-03,DDS-UP-3440,1,2025-10-25,low,valid,valid
DDS-24-00516,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,1507,Soybean oil blend,10160.8,87260.90184737889,BR,-10.588042108711385,-54.194180827493604,2024-02-20,,1,2024-05-23,standard,flagged: missing_prior,missing_prior
DDS-26-00517,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,9280.9,91222.14812950832,IE,51.83726897447913,-7.004641148300065,2026-07-30,DDS-UP-2486,1,2026-11-27,low,valid,valid
DDS-25-00518,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,21917.9,267911.5301627345,IE,53.55098033303946,-6.270737664665861,2025-10-22,DDS-UP-7068,1,2025-11-21,low,valid,valid
DDS-24-00519,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),18945.8,175113.7286535316,BR,-9.319696679173024,-55.501281584853224,2024-01-24,DDS-UP-9887,1,2024-05-20,standard,valid,valid
DDS-26-00520,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,9417.8,110327.65005480406,SE,60.80728235540338,13.664435025633942,2026-09-09,DDS-UP-7274,1,2026-11-24,low,valid,valid
DDS-26-00521,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,24540.7,304900.53770363395,IE,53.91462097764773,-7.517725374340927,2026-04-14,DDS-UP-2860,1,2026-07-27,low,valid,valid
DDS-25-00522,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,23x9,Complete dog food (soy),12837.4,137545.85882407823,AR,-33.24047950480096,-63.217342289713685,2025-04-04,DDS-UP-1892,1,2025-07-07,standard,flagged: invalid_hs,invalid_hs
DDS-26-00523,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,11573.5,153972.3844342622,IE,53.929475866226205,-7.16507512423294,2025-12-10,DDS-UP-2075,1,2026-01-20,low,valid,valid
DDS-24-00524,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,3244.6,36093.33868793543,SE,59.46511806305326,16.369880789748144,2024-06-29,DDS-UP-3465,1,2024-10-17,low,valid,valid
DDS-25-00525,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,11374.6,92500.74632673431,IE,53.8472101243161,-6.404835583298787,2025-10-02,DDS-UP-5776,1,2025-11-30,low,valid,valid
DDS-26-00526,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),12410.6,132440.18729492766,AR,-34.49236789170597,-63.76388618328886,2026-02-21,DDS-UP-9686,1,2026-04-30,standard,valid,valid
DDS-25-00527,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,44x1,Firelogs 700g,24282.7,235694.9816677985,SE,59.51948501404532,15.867803117484021,2025-02-02,,1,2025-03-25,low,flagged: invalid_hs,invalid_hs
DDS-25-00528,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,17475.1,152059.65270455592,IE,53.405950056431735,-8.653158468606932,2024-11-11,DDS-UP-3514,1,2025-01-20,low,valid,valid
DDS-26-00529,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,8265.1,114494.728295564,IE,52.90901643003143,-8.584533914272027,2026-03-02,DDS-UP-7109,1,2026-06-08,low,valid,valid
DDS-24-00530,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,23231.4,232027.87920807226,SE,59.81368699366754,14.998250747513431,2024-08-12,DDS-UP-9948,1,2024-12-10,low,valid,valid
DDS-26-00531,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,4103.5,35593.32295272291,SE,61.50881667161009,15.76248496727697,2026-09-27,DDS-UP-8243,1,2026-12-27,low,valid,valid
DDS-25-00532,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),11426.3,104789.43728468548,BR,-10.347120029102054,-55.57575339768539,2025-06-20,DDS-UP-1901,1,2025-09-25,standard,valid,valid
DDS-26-00533,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,17088.1,177144.50083869466,SE,59.43378150751551,13.567645939072733,2025-10-25,,1,2026-01-25,low,flagged: missing_prior,missing_prior
DDS-25-00534,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,18041.1,175141.23426473018,IE,54.63020649230586,-6.4746591493465075,2025-06-04,DDS-UP-7326,1,2025-08-17,low,valid,valid
DDS-26-00535,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,24818.6,318522.8235061924,IE,53.48309903340634,-8.552914533141553,2026-07-24,,1,2026-10-16,low,valid,valid
DDS-24-00536,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,12128.0,101835.11316394566,IE,54.30653459699109,-7.406192878944919,2024-08-24,,1,2024-12-07,low,valid,valid
DDS-25-00537,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,11821.9,153610.24968510153,IE,53.02838191625787,-6.4567685110868025,2025-08-01,DDS-UP-3243,1,2025-10-07,low,valid,valid
DDS-25-00538,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,18626.5,182558.63286797385,IE,54.27874491591736,-6.696244395109827,2025-02-28,DDS-UP-1040,1,2025-06-19,low,valid,valid
DDS-25-00539,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),22716.4,219515.43821403055,BR,-10.038561083393244,-53.82194042307834,2025-09-02,DDS-UP-1466,1,2025-10-10,standard,valid,valid
DDS-25-00540,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,12163.0,150793.7556907206,IE,53.24145771635118,-7.8917944654447005,2025-03-29,DDS-UP-2959,1,2025-04-30,low,valid,valid
DDS-26-00541,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),9255.9,124701.29497993879,BR,-11.824468818020737,-55.54095666570118,2026-07-26,DDS-UP-6917,1,2026-10-09,standard,valid,valid
DDS-25-00542,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,4989.6,66035.65358216302,IE,53.71683957583421,-8.969519958335166,2024-10-19,DDS-UP-3738,1,2025-02-13,low,valid,valid
DDS-26-00543,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,20671.2,261962.95633529325,IE,53.89390253622114,-8.112431968096642,2025-10-31,DDS-UP-9489,1,2026-01-21,low,valid,valid
DDS-25-00544,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,19980.1,245261.37717756428,SE,58.90725357423446,13.963664744124925,2024-11-19,DDS-UP-9612,1,2025-03-18,low,valid,valid
DDS-26-00545,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,12248.2,130463.26328718125,IE,53.18147407582472,-8.970799023287766,2026-05-15,DDS-UP-6940,1,2026-08-29,low,valid,valid
DDS-26-00546,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,5947.8,55668.116392436124,BR,-11.483378521131838,-55.58594722236485,2026-05-21,,1,2026-07-06,standard,flagged: missing_prior,missing_prior
DDS-24-00547,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,19480.0,159672.812608274,BR,,,2024-06-28,,1,2024-10-20,standard,flagged: missing_geo,missing_geo
DDS-24-00548,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,751.7,6940.000431589836,IE,52.15676665399661,-8.440962586329546,2024-06-08,DDS-UP-3028,1,2024-08-02,low,valid,valid
DDS-26-00549,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,9022.0,105356.55740593624,IE,52.07233793911838,-6.662415432642446,2026-08-20,DDS-UP-9202,1,2026-11-22,low,valid,valid
DDS-25-00550,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,24124.5,207280.46169692144,IE,53.534401034487274,-9.158047065239279,2025-01-15,DDS-UP-9800,1,2025-03-13,low,valid,valid
DDS-25-00551,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),23964.8,252698.05781984777,US,38.924146511401155,-94.40560127967491,2024-10-30,DDS-UP-6813,1,2025-02-02,low,valid,valid
DDS-24-00552,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,12647.5,104261.58081402171,IE,54.75383825110525,-8.829153792577198,2024-08-08,DDS-UP-5723,1,2024-10-18,low,valid,valid
DDS-26-00553,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,6033.9,50791.28815297454,IE,53.17083729953444,-6.991476734459246,2026-02-23,DDS-UP-8011,1,2026-05-24,low,valid,valid
DDS-26-00554,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),11232.4,116467.2815858888,BR,-11.961642466514036,-54.47752326373052,2026-01-14,DDS-UP-2392,1,2026-05-12,standard,valid,valid
DDS-24-00555,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,8796.5,114606.56184307086,IE,54.57587094662549,-6.2664400122600075,2024-04-28,DDS-UP-7623,1,2024-07-30,low,valid,valid
DDS-26-00556,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,23609.0,261315.91171769775,IE,53.545755871988455,-8.381081628286028,2026-06-21,DDS-UP-7626,1,2026-08-08,low,valid,valid
DDS-26-00557,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,1228.2,13496.455768912354,IE,52.55206958106178,-7.7081786536241665,2026-03-06,,1,2026-04-08,low,valid,valid
DDS-26-00558,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,1507,Soybean oil blend,19124.2,243955.7247865302,BR,-9.962386913740131,-56.04179004648136,2026-02-07,DDS-UP-9518,1,2026-04-03,standard,valid,valid
DDS-26-00559,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,48x8,Toilet tissue rolls,13892.2,184498.8910792791,IE,53.31438426811245,-7.572685655721672,2026-07-08,,1,2026-08-22,low,flagged: invalid_hs,invalid_hs
DDS-24-00560,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,16655.6,149648.32522035332,IE,52.92900968885174,-7.8210312835280345,2024-02-26,,1,2024-05-21,low,valid,valid
DDS-26-00561,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,14067.7,184654.16100903612,IE,53.262364780098444,-8.871854021351297,2026-02-09,DDS-UP-8697,1,2026-05-14,low,valid,valid
DDS-26-00562,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,8351.8,85175.50294436286,IE,53.57313535595396,-8.066606884816148,2026-02-01,DDS-UP-1739,1,2026-05-16,low,valid,valid
DDS-25-00563,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,10592.3,125926.52623627715,SE,59.6237695734331,13.79205014768574,2025-04-18,DDS-UP-5001,1,2025-08-01,low,valid,valid
DDS-25-00564,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,8489.9,113836.47666918694,IE,54.40681988235367,-8.85658611049665,2024-11-09,DDS-UP-7921,1,2025-01-12,low,valid,valid
DDS-26-00565,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,14527.2,175062.46085683425,IE,51.86670935420166,-8.25045700719049,2025-12-09,,1,2026-02-20,low,valid,valid
DDS-25-00566,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,5443.1,61044.38903861461,SE,60.60216266526743,13.999881653819111,2025-04-10,DDS-UP-2234,1,2025-06-15,low,valid,valid
DDS-26-00567,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,18083.8,206129.4559835828,IE,53.52056207959415,-6.7861909413512205,2025-12-29,DDS-UP-6518,1,2026-04-05,low,valid,valid
DDS-25-00568,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,11106.3,105594.13301409496,IE,54.18695524804282,-7.2453895593343915,2025-03-14,DDS-UP-4278,1,2025-06-17,low,valid,valid
DDS-26-00569,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,14632.7,173069.11019769858,IE,52.341802552660475,-9.144190033647927,2026-02-17,DDS-UP-8656,1,2026-06-05,low,valid,valid
DDS-24-00570,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),9424.7,118686.94817392863,US,40.30390780194364,-94.32015479445252,2024-04-27,DDS-UP-3465,1,2024-07-21,low,valid,valid
DDS-26-00571,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,20680.9,194747.46450939955,SE,61.33341339225532,15.401782465060608,2026-07-19,DDS-UP-5201,1,2026-09-17,low,valid,valid
DDS-25-00572,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,24786.7,238851.37775083474,IE,52.53675982945512,-6.718313527616697,2025-10-19,DDS-UP-1606,1,2025-11-21,low,valid,valid
DDS-26-00573,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,12403.1,121399.99303673438,SE,60.57601213792055,14.027955665684352,2026-08-15,DDS-UP-2375,1,2026-09-22,low,valid,valid
DDS-24-00574,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),21147.4,235407.47168292996,BR,-10.909697264321029,-54.52770819025369,2024-06-03,DDS-UP-9196,1,2024-09-15,standard,valid,valid
DDS-25-00575,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),19443.2,242335.2587574329,US,38.25542417533214,-93.84630541301708,2025-01-13,DDS-UP-7388,1,2025-04-07,low,valid,valid
DDS-25-00576,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,1870.2,19716.93490915919,IE,52.442325914723945,-8.376357997071548,2025-06-06,DDS-UP-2850,1,2025-10-01,low,valid,valid
DDS-25-00577,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,20623.5,246932.19000108386,IE,54.15281975426463,-8.76526540898536,2025-10-26,DDS-UP-1570,1,2025-12-01,low,valid,valid
DDS-25-00578,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,9389.9,123962.80819358985,IE,52.519027487627774,-7.54181629006512,2025-03-31,,1,2025-06-25,low,valid,valid
DDS-25-00579,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,23439.9,308387.0542887208,SE,59.77892670469375,16.433978563202768,2025-03-08,,1,2025-04-27,low,flagged: missing_prior,missing_prior
DDS-25-00580,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),7213.9,75585.56993495038,AR,-32.861598257446715,-63.19977729817265,2025-07-19,DDS-UP-9055,1,2025-09-29,standard,valid,valid
DDS-26-00581,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,2126.0,22789.80692300275,IE,54.2607239313512,-6.726797402791456,2026-04-29,DDS-UP-9973,1,2026-06-01,low,valid,valid
DDS-26-00582,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,10316.2,89389.55524051464,IE,52.351218866485866,-7.869785087011323,2026-02-16,DDS-UP-6140,1,2026-04-18,low,valid,valid
DDS-26-00583,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,10552.7,139728.67070042272,BR,-9.508135855588751,-54.21051189012618,2026-08-02,,1,2026-09-18,standard,flagged: missing_prior,missing_prior
DDS-25-00584,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,9506.2,126489.95903648944,IE,54.2803058280255,-6.801413996179462,2024-12-23,DDS-UP-7182,1,2025-02-19,low,valid,valid
DDS-25-00585,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,24366.1,257633.01414745132,IE,53.475589955905974,-7.363990520835801,2025-01-23,DDS-UP-3764,1,2025-03-27,low,valid,valid
DDS-24-00586,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,11161.4,134401.7867860315,BR,-11.489631348537426,-54.7982713032361,2024-02-09,,1,2024-03-25,standard,flagged: missing_prior,missing_prior
DDS-25-00587,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,12607.1,176136.87905534974,IE,54.63815698017038,-6.759762721163289,2025-03-04,DDS-UP-4385,1,2025-05-09,low,valid,valid
DDS-24-00588,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,6269.4,75894.86441917323,IE,52.341109615754874,-6.822609395997014,2024-02-12,DDS-UP-5068,1,2024-05-10,low,valid,valid
DDS-25-00589,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,17976.7,171450.1438066661,IE,54.414330425633025,-6.2768024692008595,2025-08-10,,1,2025-09-21,low,valid,valid
DDS-25-00590,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,23513.4,293669.4581370322,IE,54.59319382238778,-7.787202729845944,2025-07-06,,1,2025-08-10,low,valid,valid
DDS-26-00591,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,24217.4,266935.8151689574,IE,52.942813026216044,-6.267428378879351,2026-02-28,DDS-UP-3938,1,2026-05-12,low,valid,valid
DDS-24-00592,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,soy,2309,Complete dog food (soy),8175.1,113145.25558803558,BR,-11.048047839620958,-54.90872859732219,2024-10-01,,1,2024-12-05,standard,flagged: missing_prior,missing_prior
DDS-26-00593,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,13165.8,183891.868466584,BR,-11.151223475423619,-53.86919084348046,2026-02-06,DDS-UP-3703,1,2026-03-27,standard,valid,valid
DDS-25-00594,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,6131.6,66238.43032428087,SE,60.50995657738046,14.819968791005511,2024-12-24,DDS-UP-5263,1,2025-02-06,low,valid,valid
DDS-26-00595,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,1507,Soybean oil blend,11715.1,100298.44520575526,US,37.622375125620955,-95.43043965126235,2026-04-04,DDS-UP-3425,1,2026-06-09,low,valid,valid
DDS-26-00596,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,5703.7,51809.06320205013,IE,53.32621329179194,-8.381625338720216,2026-09-09,,1,2026-10-18,low,valid,valid
DDS-25-00597,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,3488.8,31129.35113086421,IE,52.082915671632456,-8.214026671067726,2025-04-19,DDS-UP-2737,1,2025-05-29,low,valid,valid
DDS-25-00598,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,642.2,8801.59234572867,IE,53.23956528128807,-7.314929781365361,2025-03-03,,1,2025-05-13,low,valid,valid
